verse_id,sent_idx,sent_id,su_sentence,id_sentence,en_sentence,su_tokens,id_tokens,en_tokens,flag_su_id_emb,flag_su_en_emb
1 Korintus:1:34,2,1 Korintus:1:34#2,"Awewe anu teu kawin atawa parawan, bisa laluasa ngawulakeun diri ka Gusti, ngabaktikeun jiwa ragana.","Perempuan yang tidak bersuami dan anak-anak gadis memusatkan perhatian mereka pada perkara Tuhan, supaya tubuh dan jiwa mereka kudus.","An unmarried woman or a virgin is concerned about the things of the Lord, to be holy both in body and spirit.","Awewe anu teu kawin atawa parawan , bisa laluasa ngawulakeun diri ka Gusti , ngabaktikeun jiwa ragana .","Perempuan yang tidak bersuami dan anak - anak gadis memusatkan perhatian mereka pada perkara Tuhan , supaya tubuh dan jiwa mereka kudus .","An unmarried woman or a virgin is concerned about the things of the Lord , to be holy both in body and spirit .",Medium,Medium
1 Korintus:1:34,3,1 Korintus:1:34#3,"Ari boga salaki mah tangtu moal kaur kitu, repot ku urusan rumah tanggana, malar kapake ku salakina.","Tetapi perempuan yang bersuami memusatkan perhatiannya pada perkara duniawi, bagaimana ia dapat menyenangkan suaminya.","But a married woman is concerned about the things of the world, how to please her husband.","Ari boga salaki mah tangtu moal kaur kitu , repot ku urusan rumah tanggana , malar kapake ku salakina .","Tetapi perempuan yang bersuami memusatkan perhatiannya pada perkara duniawi , bagaimana ia dapat menyenangkan suaminya .","But a married woman is concerned about the things of the world , how to please her husband .",,
1 Korintus:1:35,1,1 Korintus:1:35#1,Nganasehatan soteh hayang ngentengkeun.,"Semuanya ini kukatakan untuk kepentingan kamu sendiri, bukan untuk menghalang-halangi kamu dalam kebebasan kamu, tetapi sebaliknya supaya kamu melakukan apa yang benar dan baik, dan melayani Tuhan tanpa gangguan.","I am saying this for your benefit, not to place a limitation on you, but so that without distraction you may give notable and constant service to the Lord.",Nganasehatan soteh hayang ngentengkeun .,"Semuanya ini kukatakan untuk kepentingan kamu sendiri , bukan untuk menghalang - halangi kamu dalam kebebasan kamu , tetapi sebaliknya supaya kamu melakukan apa yang benar dan baik , dan melayani Tuhan tanpa gangguan .","I am saying this for your benefit , not to place a limitation on you , but so that without distraction you may give notable and constant service to the Lord .",,
1 Korintus:1:35,2,1 Korintus:1:35#2,"Lain ngalarang kitu ngalarang kieu, hayang memener hirup aranjeun, supaya aranjeun bisa museurkeun pikiran ka Gusti.",,,"Lain ngalarang kitu ngalarang kieu , hayang memener hirup aranjeun , supaya aranjeun bisa museurkeun pikiran ka Gusti .",,,,
1 Korintus:1:36,1,1 Korintus:1:36#1,"Lamun aya lalaki anu mutuskeun moal tulus kawin padahal eukeur tunangan, kieu: Lamun eta lalaki ngarasa putusanana kitu teh ngaraheutan hate kakasihna, tur manehna ge geus teu kuat hayang kawin, ngarasa wajib ngawin kakasihna, kawin bae.","Tetapi jikalau seorang menyangka, bahwa ia tidak berlaku wajar terhadap gadisnya, jika gadisnya itu telah bertambah tua dan ia benar-benar merasa, bahwa mereka harus kawin, baiklah mereka kawin, kalau ia menghendakinya.","If anyone thinks he is acting inappropriately toward his virgin, if she is past the bloom of youth and it seems necessary, he should do what he wishes; he does not sin.","Lamun aya lalaki anu mutuskeun moal tulus kawin padahal eukeur tunangan , kieu : Lamun eta lalaki ngarasa putusanana kitu teh ngaraheutan hate kakasihna , tur manehna ge geus teu kuat hayang kawin , ngarasa wajib ngawin kakasihna , kawin bae .","Tetapi jikalau seorang menyangka , bahwa ia tidak berlaku wajar terhadap gadisnya , jika gadisnya itu telah bertambah tua dan ia benar - benar merasa , bahwa mereka harus kawin , baiklah mereka kawin , kalau ia menghendakinya .","If anyone thinks he is acting inappropriately toward his virgin , if she is past the bloom of youth and it seems necessary , he should do what he wishes ; he does not sin .",Medium,
1 Korintus:1:36,2,1 Korintus:1:36#2,Eta lain dosa.,Hal itu bukan dosa.,Let them marry.,Eta lain dosa .,Hal itu bukan dosa .,Let them marry .,Medium,
1 Korintus:1:37,1,1 Korintus:1:37#1,"Tapi lamun putusan hatena moal kawin teh lain putusan kapaksa sarta bener henteu kawin, memang kitu hadena, asal kuat.","Tetapi kalau ada seorang, yang tidak dipaksa untuk berbuat demikian, benar-benar yakin dalam hatinya dan benar-benar menguasai kemauannya, telah mengambil keputusan untuk tidak kawin dengan gadisnya, ia berbuat baik.","But the man who is firm in his commitment, and is under no necessity but has control over his will, and has decided in his own mind to keep his own virgin, does well.","Tapi lamun putusan hatena moal kawin teh lain putusan kapaksa sarta bener henteu kawin , memang kitu hadena , asal kuat .","Tetapi kalau ada seorang , yang tidak dipaksa untuk berbuat demikian , benar - benar yakin dalam hatinya dan benar - benar menguasai kemauannya , telah mengambil keputusan untuk tidak kawin dengan gadisnya , ia berbuat baik .","But the man who is firm in his commitment , and is under no necessity but has control over his will , and has decided in his own mind to keep his own virgin , does well .",Medium,
1 Korintus:1:38,1,1 Korintus:1:38#1,"Cindekna, lalaki anu kawin teh alus, tapi anu henteu kawin leuwih alus.","Jadi orang yang kawin dengan gadisnya berbuat baik, dan orang yang tidak kawin dengan gadisnya berbuat lebih baik.","So then, the one who marries his own virgin does well, but the one who does not, does better.","Cindekna , lalaki anu kawin teh alus , tapi anu henteu kawin leuwih alus .","Jadi orang yang kawin dengan gadisnya berbuat baik , dan orang yang tidak kawin dengan gadisnya berbuat lebih baik .","So then , the one who marries his own virgin does well , but the one who does not , does better .",Medium,Medium
1 Korintus:1:39,1,1 Korintus:1:39#1,Awewe anu kawin katalian ku salakina sapanjang salakina hirup keneh.,Isteri terikat selama suaminya hidup.,A wife is bound as long as her husband is living.,Awewe anu kawin katalian ku salakina sapanjang salakina hirup keneh .,Isteri terikat selama suaminya hidup .,A wife is bound as long as her husband is living .,Medium,Medium
1 Korintus:1:39,2,1 Korintus:1:39#2,"Meunang engke kawin deui ka lalaki kasukana, lamun salakina geus maot, tapi kudu ka urang Kristen keneh.","Kalau suaminya telah meninggal, ia bebas untuk kawin dengan siapa saja yang dikehendakinya, asal orang itu adalah seorang yang percaya.","But if her husband dies, she is free to marry anyone she wishes (only someone in the Lord).","Meunang engke kawin deui ka lalaki kasukana , lamun salakina geus maot , tapi kudu ka urang Kristen keneh .","Kalau suaminya telah meninggal , ia bebas untuk kawin dengan siapa saja yang dikehendakinya , asal orang itu adalah seorang yang percaya .","But if her husband dies , she is free to marry anyone she wishes ( only someone in the Lord ) .",Medium,
1 Korintus:1:40,1,1 Korintus:1:40#1,Tapi bakal leuwih bagja lamun manehna tetep lelengohan.,"Tetapi menurut pendapatku, ia lebih berbahagia, kalau ia tetap tinggal dalam keadaannya.","But in my opinion, she will be happier if she remains as she is - and I think that I too have the Spirit of God!",Tapi bakal leuwih bagja lamun manehna tetep lelengohan .,"Tetapi menurut pendapatku , ia lebih berbahagia , kalau ia tetap tinggal dalam keadaannya .","But in my opinion , she will be happier if she remains as she is - and I think that I too have the Spirit of God !",Medium,
1 Korintus:1:40,2,1 Korintus:1:40#2,"Kitu pangrasa sim kuring, anu ceuk rarasaan mah meunang ngalelempeng Roh Allah.","Dan aku berpendapat, bahwa aku juga mempunyai Roh Allah.",,"Kitu pangrasa sim kuring , anu ceuk rarasaan mah meunang ngalelempeng Roh Allah .","Dan aku berpendapat , bahwa aku juga mempunyai Roh Allah .",,Medium,
1 Korintus:1:41,1,1 Korintus:1:41#1,Kaendahan panonpoe beda jeung kaendahan bulan.,"Kemuliaan matahari lain dari pada kemuliaan bulan, dan kemuliaan bulan lain dari pada kemuliaan bintang-bintang, dan kemuliaan bintang yang satu berbeda dengan kemuliaan bintang yang lain.","There is one glory of the sun, and another glory of the moon and another glory of the stars, for star differs from star in glory.",Kaendahan panonpoe beda jeung kaendahan bulan .,"Kemuliaan matahari lain dari pada kemuliaan bulan , dan kemuliaan bulan lain dari pada kemuliaan bintang - bintang , dan kemuliaan bintang yang satu berbeda dengan kemuliaan bintang yang lain .","There is one glory of the sun , and another glory of the moon and another glory of the stars , for star differs from star in glory .",Low,
1 Korintus:1:41,2,1 Korintus:1:41#2,"Bentang-bentang boga kaendahan sorangan, antara bentang jeung bentang deui oge kaendahanana henteu sarua.",,,"Bentang - bentang boga kaendahan sorangan , antara bentang jeung bentang deui oge kaendahanana henteu sarua .",,,,
1 Korintus:1:42,1,1 Korintus:1:42#1,Kitu oge halna badan jelema anu geus maraot lamun geus dihirupkeun deui.,Demikianlah pula halnya dengan kebangkitan orang mati.,It is the same with the resurrection of the dead.,Kitu oge halna badan jelema anu geus maraot lamun geus dihirupkeun deui .,Demikianlah pula halnya dengan kebangkitan orang mati .,It is the same with the resurrection of the dead .,Medium,Medium
1 Korintus:1:42,2,1 Korintus:1:42#2,"Badan anu dikubur teh sipatna henteu langgeng, ari badan anu geus dihirupkeun deui sipatna abadi.","Ditaburkan dalam kebinasaan, dibangkitkan dalam ketidakbinasaan.","What is sown is perishable, what is raised is imperishable.","Badan anu dikubur teh sipatna henteu langgeng , ari badan anu geus dihirupkeun deui sipatna abadi .","Ditaburkan dalam kebinasaan , dibangkitkan dalam ketidakbinasaan .","What is sown is perishable , what is raised is imperishable .",,
1 Korintus:1:43,1,1 Korintus:1:43#1,"Keur dikuburna badan teh nya goreng rupana nya taya dayana, ari geus dihirupkeun deui mah nya endah nya gagah.","Ditaburkan dalam kehinaan, dibangkitkan dalam kemuliaan.","It is sown in dishonor, it is raised in glory; it is sown in weakness, it is raised in power;","Keur dikuburna badan teh nya goreng rupana nya taya dayana , ari geus dihirupkeun deui mah nya endah nya gagah .","Ditaburkan dalam kehinaan , dibangkitkan dalam kemuliaan .","It is sown in dishonor , it is raised in glory ; it is sown in weakness , it is raised in power ;",,
1 Korintus:1:43,2,1 Korintus:1:43#2,,"Ditaburkan dalam kelemahan, dibangkitkan dalam kekuatan.",,,"Ditaburkan dalam kelemahan , dibangkitkan dalam kekuatan .",,,
1 Korintus:1:44,1,1 Korintus:1:44#1,"Waktu dikuburna badan teh sipatna jasmani, alami, ari geus dihirupkeun deui mah sipatna rohani.","Yang ditaburkan adalah tubuh alamiah, yang dibangkitkan adalah tubuh rohaniah.","it is sown a natural body, it is raised a spiritual body.","Waktu dikuburna badan teh sipatna jasmani , alami , ari geus dihirupkeun deui mah sipatna rohani .","Yang ditaburkan adalah tubuh alamiah , yang dibangkitkan adalah tubuh rohaniah .","it is sown a natural body , it is raised a spiritual body .",Medium,Medium
1 Korintus:1:44,2,1 Korintus:1:44#2,"Jadi ku sabab aya badan anu sipatna jasmani, tangtu aya badan anu sipatna rohani.","Jika ada tubuh alamiah, maka ada pula tubuh rohaniah.","If there is a natural body, there is also a spiritual body.","Jadi ku sabab aya badan anu sipatna jasmani , tangtu aya badan anu sipatna rohani .","Jika ada tubuh alamiah , maka ada pula tubuh rohaniah .","If there is a natural body , there is also a spiritual body .",Medium,Medium
1 Korintus:1:45,1,1 Korintus:1:45#1,"Sabab dina Kitab Suci ditulis, ""Manusa anu kahiji, nya eta Adam, jadi mahluk hirup,"" tapi Adam anu ahir mah nya eta Roh anu ngahirupkeun.","Seperti ada tertulis: ""Manusia pertama, Adam menjadi makhluk yang hidup"", tetapi Adam yang akhir menjadi roh yang menghidupkan.","So also it is written, ""The first man,Adam,became a living person""; the last Adam became a life-giving spirit.","Sabab dina Kitab Suci ditulis , "" Manusa anu kahiji , nya eta Adam , jadi mahluk hirup , "" tapi Adam anu ahir mah nya eta Roh anu ngahirupkeun .","Seperti ada tertulis : "" Manusia pertama , Adam menjadi makhluk yang hidup "" , tetapi Adam yang akhir menjadi roh yang menghidupkan .","So also it is written , "" The first man , Adam , became a living person "" ; the last Adam became a life - giving spirit .",Low,Medium
1 Korintus:1:46,1,1 Korintus:1:46#1,"Anu datang ti heula teh anu sipatna jasmani, lain rohani.","Tetapi yang mula-mula datang bukanlah yang rohaniah, tetapi yang alamiah; kemudian barulah datang yang rohaniah.","However, the spiritual did not come first, but the natural, and then the spiritual.","Anu datang ti heula teh anu sipatna jasmani , lain rohani .","Tetapi yang mula - mula datang bukanlah yang rohaniah , tetapi yang alamiah ; kemudian barulah datang yang rohaniah .","However , the spiritual did not come first , but the natural , and then the spiritual .",Medium,Medium
1 Korintus:1:46,2,1 Korintus:1:46#2,Anu sipatna rohani mah datangna pandeuri.,,,Anu sipatna rohani mah datangna pandeuri .,,,,
1 Korintus:1:47,1,1 Korintus:1:47#1,"Adam kahiji dijadikeunana tina taneuh, asal ti ieu bumi.","Manusia pertama berasal dari debu tanah dan bersifat jasmani, manusia kedua berasal dari sorga.","The first man is from the earth, made of dust; the second man is from heaven.","Adam kahiji dijadikeunana tina taneuh , asal ti ieu bumi .","Manusia pertama berasal dari debu tanah dan bersifat jasmani , manusia kedua berasal dari sorga .","The first man is from the earth , made of dust ; the second man is from heaven .",Medium,Medium
1 Korintus:1:47,2,1 Korintus:1:47#2,Ari Adam kadua mah asal ti sawarga.,,,Ari Adam kadua mah asal ti sawarga .,,,,
1 Korintus:1:48,1,1 Korintus:1:48#1,"Sakur nu asal ti bumi, kabeh sarua jeung Adam kahiji anu dijadikeun tina taneuh.",Makhluk-makhluk alamiah sama dengan dia yang berasal dari debu tanah dan makhluk-makhluk sorgawi sama dengan Dia yang berasal dari sorga.,"Like the one made of dust, so too are those made of dust, and like the one from heaven, so too those who are heavenly.","Sakur nu asal ti bumi , kabeh sarua jeung Adam kahiji anu dijadikeun tina taneuh .",Makhluk - makhluk alamiah sama dengan dia yang berasal dari debu tanah dan makhluk - makhluk sorgawi sama dengan Dia yang berasal dari sorga .,"Like the one made of dust , so too are those made of dust , and like the one from heaven , so too those who are heavenly .",,
1 Korintus:1:48,2,1 Korintus:1:48#2,Sakur anu asal ti sawarga sarua jeung Anjeunna anu asal ti sawarga.,,,Sakur anu asal ti sawarga sarua jeung Anjeunna anu asal ti sawarga .,,,Medium,
1 Korintus:1:49,1,1 Korintus:1:49#1,"Sakumaha urang ayeuna make badan anu kaayaanana kawas manusa anu dijadikeun tina taneuh, engke urang bakal make badan anu kaayaanana kawas Manusa anu asal ti sawarga.","Sama seperti kita telah memakai rupa dari yang alamiah, demikian pula kita akan memakai rupa dari yang sorgawi.","And just as we have borne the image of the man of dust, let us also bear the image of the man of heaven.","Sakumaha urang ayeuna make badan anu kaayaanana kawas manusa anu dijadikeun tina taneuh , engke urang bakal make badan anu kaayaanana kawas Manusa anu asal ti sawarga .","Sama seperti kita telah memakai rupa dari yang alamiah , demikian pula kita akan memakai rupa dari yang sorgawi .","And just as we have borne the image of the man of dust , let us also bear the image of the man of heaven .",Medium,
1 Korintus:1:50,1,1 Korintus:1:50#1,"Maksud sim kuring kieu dulur-dulur: Sipat daging jeung getih moal bisa dibawa ka Karajaan Allah, anu sipatna teu langgeng moal bisa dibawa ka anu sipatna langgeng.","Saudara-saudara, inilah yang hendak kukatakan kepadamu, yaitu bahwa daging dan darah tidak mendapat bagian dalam Kerajaan Allah dan bahwa yang binasa tidak mendapat bagian dalam apa yang tidak binasa.","Now this is what I am saying, brothers and sisters: Flesh and blood cannot inherit the kingdom of God, nor does the perishable inherit the imperishable.","Maksud sim kuring kieu dulur - dulur : Sipat daging jeung getih moal bisa dibawa ka Karajaan Allah , anu sipatna teu langgeng moal bisa dibawa ka anu sipatna langgeng .","Saudara - saudara , inilah yang hendak kukatakan kepadamu , yaitu bahwa daging dan darah tidak mendapat bagian dalam Kerajaan Allah dan bahwa yang binasa tidak mendapat bagian dalam apa yang tidak binasa .","Now this is what I am saying , brothers and sisters : Flesh and blood cannot inherit the kingdom of God , nor does the perishable inherit the imperishable .",Medium,Medium
